Site.Code,Site,Subsite,Subsite.Name,Ocean,Coast,First.Year.In.ZEN,Latitude,Longitude,Sampling.Time,Month,Date.Collected,Temperature.C,Salinity.ppt,Day.length.hours,Depth.Categorical,Depth.m,Perc.Silt,Perc.Sand,Perc.Gravel,GenotypicRichness,AllelicRichness,Inbreeding,NOTES,Mean.Shoots.Zmarina.per.m2,SD.Shoots.Zmarina.per.m2,SE.Shoots.Zmarina.per.m2,Std.Total.Abund.Mesograzers1,Std.Total.Abund.Molluscs1,Std.Total.Abund.Crustacean1s,Std.Total.Abund.Amphipods1,Std.Abund.Gammarids1,Std.Abund.Caprellids1,Std.Abund.Isopods1,Std.Abund.Gastropods1,Std.Abund.Polychaetes1,SE.Std.Total.Abund.Mesograzers,SE.Std.Total.Abund.Molluscs,SE.Std.Total.Abund.Crustaceans,SE.Std.Total.Abund.Amphipods,SE.Std.Abund.Gammaridss,SE.Std.Abund.Caprellids,SE.Std.Abund.Isopods,SE.Std.Abund.Gastropods,SE.Std.Abund.Polychaetes,SD.Std.Total.Abund.Mesograzers,SD.Std.Total.Abund.Molluscs,SD.Std.Total.Abund.Crustaceans,SD.Std.Total.Abund.Amphipods,SD.Std.Abund.Gammaridss,SD.Std.Abund.Caprellids,SD.Std.Abund.Isopods,SD.Std.Abund.Gastropods,SD.Std.Abund.Polychaetes,Std.Total.Biomass.Mesograzers1,Std.Total.Biomass.Molluscs1,Std.Total.Biomass.Crustacean1s,Std.Total.Biomass.Amphipods1,Std.Biomass.Gammarids1,Std.Biomass.Caprellids1,Std.Biomass.Isopods1,Std.Biomass.Gastropods1,Std.Biomass.Polychaetes1,SE.Std.Total.Biomass.Mesograzers,SE.Std.Total.Biomass.Molluscs,SE.Std.Total.Biomass.Crustaceans,SE.Std.Total.Biomass.Amphipods,SE.Std.Biomass.Gammaridss,SE.Std.Biomass.Caprellids,SE.Std.Biomass.Isopods,SE.Std.Biomass.Gastropods,SE.Std.Biomass.Polychaetes,SD.Std.Total.Biomass.Mesograzers,SD.Std.Total.Biomass.Molluscs,SD.Std.Total.Biomass.Crustaceans,SD.Std.Total.Biomass.Amphipods,SD.Std.Biomass.Gammaridss,SD.Std.Biomass.Caprellids,SD.Std.Biomass.Isopods,SD.Std.Biomass.Gastropods,SD.Std.Biomass.Polychaetes,Mean.Grazer.Richness,SE.Grazer.Richness,SD.Grazer.Richness,Total.Grazer.Richness,Mean.Site.Std.Periphyton,SD.Site.Std.Periphyton,SE.Site.Std.Periphyton,Mean.Site.Std.SessileInvertebrate,SD.Site.Std.SessileInvertebrate,SE.Site.Std.SessileInvertebrate,Mean.Site.Std.TotalEpibiota,SD.Site.Std.TotalEpibiota,SE.Site.Std.TotalEpibiota,Mean.Pred.Amphipod,Mean.Pred.Gastropod,Mean.Pred.Isopod,Mean.Pred.Lettuce,Mean.Pred.Shrimp,Mean.Pred.Squid,SE.Pred.Amphipod,SE.Pred.Gastropod,SE.Pred.Isopod,SE.Pred.Lettuce,SE.Pred.Shrimp,SE.Pred.Squid,Mean.Macroalgae.g.m2,SD.Mean.Macroalgae.g.m2,SE.Mean.Macroalgae.g.m2,Sheath.Width.cm.,Shealth.Length.cm.,Longest.Leaf.Length.cm.,SD.Sheath.Width.cm.,SD.Shealth.Length.cm.,SD.Longest.Leaf.Length.cm.,SE.Sheath.Width.cm.,SE.Shealth.Length.cm.,SE.Longest.Leaf.Length.cm.,Site.Code,Site,Below.Zmarina.g,Below.OtherSeagrass.g,Above.Zmarina.g,Above.OtherSeagrass.g,Macroalgae.g,TOTAL.Seagrass.Biomass,Total.Seagrass.Biomass.Above,Total.Seagrass.Biomass.Below,SD.Below.Zmarina.g,SD.Below.OtherSeagrass.g,SD.Mean.Above.Zmarina.g,SD.Above.OtherSeagrass.g,SD.Macroalgae.g,SD.Mean.Total.Seagrass.Biomass.Above,SD.Mean.Total.Seagrass.Biomass.Below,SE.Below.Zmarina.g,SE.Below.OtherSeagrass.g,SE.Mean.Above.Zmarina.g,SE.Above.OtherSeagrass.g,SE.Macroalgae.g,SE.Mean.Total.Seagrass.Biomass.Above,SE.Mean.Total.Seagrass.Biomass.Below,Mean.Leaf.PercN,Mean.Leaf.PercC,SD.Mean.Leaf.PercN,SD.Mean.Leaf.PercC,SE.Mean.Leaf.PercN,SE.Mean.Leaf.PercC
RU,RU.A,A,Seldianaya,Atlantic,East.Atlantic,2014,66.40611111,33.72305556,1,August,2014-08-03,23,14,18.54,Intertidal,0.3,NA,NA,NA,1,5.75,-0.071,,924.688057045,216.744427818127,48.4655274345628,54.0146378536417,54.0146378536417,0,0,0,0,0,54.0146378536417,0,4.58623698217952,4.58623698217952,0,0,0,0,0,4.58623698217952,0,18.3449479287181,18.3449479287181,0,0,0,0,0,18.3449479287181,0,8.21022495375354,8.21022495375354,0,0,0,0,0,8.21022495375354,0,0.697108021291288,0.697108021291288,0,0,0,0,0,0.697108021291288,0,2.78843208516515,2.78843208516515,0,0,0,0,0,2.78843208516515,0,1.95,0.05,0.223606797749979,2,0.01213700819431,0.00611501612050326,0.00140288091091557,0,0,0,0.01213700819431,0.00611501612050326,0.00140288091091557,0.25,0,NA,0,NA,0,0.0993399267798783,0,NA,0,NA,0,56.2675,16.7598420024584,3.74761460096532,0.290825,4.209,41.328,0.0327274530663559,1.80617041802466,16.7876212540199,0.00731808097868057,0.403871983365235,3.75382623045088,RU,RU.A,505.75,0,160.1,0,0,665.85,160.1,505.75,184.340681462626,0,42.1312485604588,0,0,42.1312485604588,184.340681462626,41.2198294769067,0,9.42083357581259,0,0,9.42083357581259,41.2198294769067,1.7068320602,37.4964783185,0.308926930269791,0.308926930269791,0.0690781616163591,2.1029087200629
RU,RU.B,B,Nicolskaya,Atlantic,East.Atlantic,2014,66.28583333,34.0025,1,August,2014-08-10,15,10,17.54,Intertidal,0.1,NA,NA,NA,0.47,3.17,-0.2235,,693.9139291885,274.714271141783,61.4279784662335,84.0640735252668,84.0519434913028,0,0,0,0,0,84.0519434913028,0.0121300339640951,10.8955384947556,10.893429016046,0,0,0,0,0,10.893429016046,0.0121300339640951,46.2258549259247,46.2169051657224,0,0,0,0,0,46.2169051657224,0.0514633756322087,12.7777876959764,12.775895410678,0,0,0,0,0,12.775895410678,0.00189228529839884,1.65613031599879,1.65580121043899,0,0,0,0,0,1.65580121043899,0.00189228529839884,7.0263658618282,7.0249695851898,0,0,0,0,0,7.0249695851898,0.00802828659862456,1.9,0.123544153624268,0.552506251453083,3,0.00554071973375462,0.00496015884716522,0.00110912523614584,0,0,0,0.00554071973375462,0.00496015884716522,0.00110912523614584,0.315789473684211,0,NA,0,NA,0,0.109561368392954,0,NA,0,NA,0,35.958,16.084433991972,3.59658877856578,0.19985,2.50741666666667,28.744,0.0186562392554849,0.497342197783283,4.63109672130752,0.00417166191797642,0.111209096232257,1.035544707922,RU,RU.B,139.473684210526,0,55.1052631578947,0,0,184.85,52.35,132.5,86.9729322011884,0,35.0636639031889,0,0,36.2847292803373,90.2153855474424,19.9529590678102,0,8.0441561865408,0,0,8.11351212160113,20.1727734700433,1.78352254942105,38.3565952305,0.326051752060108,0.326051752060108,0.0748014019786521,0.301186061696118
SD,SD.A,A,Shelter Island,Pacific,East.Pacific,2011,32.713756,-117.225474,1,May,2014-05-28,19.44,35,14.12,Shallow.Subtidal,1.8288,10.805,89.19,0,0.68,5.8,-0.0543,,356.50623887,141.072748836565,31.5448256171313,30.2408626693976,8.15506023631506,22.0858024330826,6.68356684378928,6.55670618675815,0.126860657031129,0.024502341495055,8.15506023631506,0,2.93363358166971,0.783379386259581,2.69799257690727,0.776246375313675,0.750325439266478,0.0472996526308491,0.0134688149969023,0.783379386259581,0,13.1196082193793,3.50337911969698,12.065789609509,3.47147932497838,3.35555737489447,0.211530477189411,0.0602343718188843,3.50337911969698,0,24.2902539222417,20.2525869590291,4.03766696321256,1.61593422169241,1.58659969827789,0.0293345234145167,0.00350383483379287,20.2525869590291,0,3.54376944725447,3.28913205496707,0.545111031998139,0.205660935763488,0.198657487096527,0.0139737525931063,0.00192604054455703,3.28913205496707,0,15.8482187612957,14.7094457237599,2.4378106456658,0.919743665366755,0.888423290774242,0.0624925213978994,0.00861351517010046,14.7094457237599,0,14.3,0.580834245764342,2.59756971437777,27,1.07101316411468,0.392726259836187,0.087816261354296,0,0,0,1.07101316411468,0.392726259836187,0.087816261354296,0.842105263157895,0.0555555555555556,NA,0,0.722222222222222,0.55,0.085947008518708,0.0555555555555556,NA,0,0.108632484565978,0.114132886537902,0,0,0,0.386,12.005,65.178,0.0366203854646418,5.05421502052339,14.6136963874737,0.00818856712611843,1.13015683587908,3.26772185249344,SD,SD.A,303.575,0,353.225,0,0,656.8,353.225,303.575,84.3230434572587,0,77.9438858545381,0,0,77.9438858545381,84.3230434572587,18.8552057240099,0,17.4287827201231,0,0,17.4287827201231,18.8552057240099,1.33417900815,31.7872831345,0.111334565907582,0.111334565907582,0.0248951657614783,0.255665449985396
SD,SD.B,B,Coronado ,Pacific,East.Pacific,2014,32.700762,-117.172885,1,June,2014-06-04,21.11,35,14.2173,Shallow.Subtidal,0.3048,7.525,92.36,0,0.89,4.09,0.0008,,"1,059.969442345",254.458771168843,56.8987109804597,24.0754778934221,0.494949024600359,23.5805288688217,20.3379820204627,18.9162178835941,1.42176413686868,0.180058099008864,0.494949024600359,0,2.73277340625331,0.0596526785906677,2.70543161781488,2.08871942465625,2.01378363237676,0.273457831173343,0.0298442013708121,0.0596526785906677,0,12.2213342069721,0.266774888737359,12.0990580118226,9.34103723891124,9.00591418794177,1.22294059896651,0.133467325998657,0.266774888737359,0,8.20181810938785,1.31688986818196,6.88492824120588,5.98541756843196,5.25197257199077,0.733444996441187,0.366483778314487,1.31688986818196,0,0.953500915923532,0.220567113908792,0.821342608900836,0.71991983500015,0.673363489070537,0.153361120191835,0.093696699786501,0.220567113908792,0,4.26418572922666,0.986406120601998,3.67315581263859,3.21957937882154,3.01137307025631,0.685851779708915,0.419024379980012,0.986406120601998,0,14.9,0.512475930115131,2.29186203313973,30,0.145624435590039,0.0341307647797841,0.00763187101716529,0,0,0,0.145624435590039,0.0341307647797841,0.00763187101716529,0.9,NA,0.529411764705882,0,1,0.75,0.0688247201611685,NA,0.124783549621155,0,0,0.0993399267798783,0,0,0,0.295,5.327,32.392,0.0336389498553154,1.01210099350442,5.36218886963936,0.00752189785681919,0.226312662157095,1.19902188207064,SD,SD.B,"1,122.425",0,242.525,0,0,"1,364.95",242.525,"1,122.425",536.490846417228,0,62.5698504410113,0,0,62.5698504410113,536.490846417228,119.963000189532,0,13.9910438928097,0,0,13.9910438928097,119.963000189532,1.87884433841176,36.3969945905,0.211363126554767,0.211363126554767,0.0512630880085939,0.263329121116698
SF,SF.A,A,Point Molate,Pacific,East.Pacific,2014,37.946557,-122.418499,1,July,2014-07-11,17.7,30,14.6,Intertidal,-0.5,NA,NA,NA,0.95,4.58,0.0711,,48.35,25.893049260371,5.78986182909402,5.03243450561419,1.12959421489671,3.88361839313175,3.34947393455749,3.34947393455749,0,0.534144458574258,1.12959421489671,0,0.679837534068704,0.197978390155969,0.69040539042091,0.677937081558719,0.677937081558719,0,0.144986784737409,0.197978390155969,0,3.0403258796669,0.885386276929445,3.08758677002688,3.03182679766623,3.03182679766623,0,0.648400613023951,0.885386276929445,0,56.0631057492452,40.757390650468,15.3029663674224,2.39569311277934,2.39569311277934,0,12.9072732546431,40.757390650468,0,9.13026189298436,9.28116622281175,3.27423430491519,0.581163777600719,0.581163777600719,0,3.23807177586291,9.28116622281175,0,40.8317724901779,41.5066371693641,14.6428209601043,2.59904342555156,2.59904342555156,0,14.4810972137059,41.5066371693641,0,2.7,0.291095932821575,1.30182058752551,6,0.334133371989537,0.592447729575511,0.132475339644626,0,0,0,0.334133371989537,0.592447729575511,0.132475339644626,0.55,NA,0.05,0.05,NA,0.05,0.114132886537902,NA,0.05,0.05,NA,0.05,0,0,0,0.958333333333333,23.2975,117.463333333333,0.0656724104710344,4.60087798320867,17.2176738381717,0.0146847974059502,1.02878759266367,3.84998891165715,SF,SF.A,113.894736842105,0,148.263157894737,0,0,262.157894736842,148.263157894737,113.894736842105,63.6224931720449,0,51.9517319840287,0,0,51.9517319840287,63.6224931720449,14.5960009617395,0,11.9185447189627,0,0,11.9185447189627,14.5960009617395,2.85753030145455,34.4819302986364,0.168724525816995,0.168724525816995,0.035972189770944,0.174748107897545
SF,SF.B,B,Point San Pablo,Pacific,East.Pacific,2014,37.978118,-122.405941,1,July,2014-07-12,17.5,27,14.6,Intertidal,-0.5,17.815,80.095,0,1,4.58,-0.0019,,34.55,11.3530658970675,2.53862270988776,20.7597023897308,0.0637739708282136,20.6490680627638,2.67160638738321,2.04326728433834,0.628339103044863,17.9774616753806,0.0637739708282136,0,4.26304813098718,0.0440197213233213,4.28880018350062,0.609650894122429,0.477474881405819,0.202325589675701,3.99117364346274,0.0440197213233213,0,14.1389311137103,0.145996899005464,14.224341009479,2.02198326890878,1.58360502844255,0.671038066441705,13.2372254485216,0.145996899005464,0,429.556386245432,1.83769630723043,427.610911119083,8.44305375536509,7.55423940636113,0.888814349003952,419.167857363718,1.83769630723043,0,83.3847239392587,1.82690533321319,83.9187676187969,3.35950272597916,3.29649921193637,0.293630397599963,82.5993581559699,1.82690533321319,0,276.555842553887,6.05915951776735,278.327065060576,11.142210024249,10.9332510076952,0.973861855881949,273.951078927534,6.05915951776735,0,3.85,0.310135793687726,1.38696943388321,11,0.0933223478246524,0.0451094728870387,0.0100867847804602,0,0,0,0.0933223478246524,0.0451094728870387,0.0100867847804602,0.65,NA,0.25,0.176470588235294,NA,0.75,0.109424330980483,NA,0.0993399267798783,0.0953050102707038,NA,0.0993399267798783,0,0,0,0.916666666666667,27.5733333333333,126.85,0.0753160980128621,5.24899990474376,20.712754214119,0.0168411914956796,1.1737120600897,4.63151264240152,SF,SF.B,82.525,0,206.6,0,0,289.125,206.6,82.525,28.0584329194404,0,79.8402352069102,0,0,79.8402352069102,28.0584329194404,6.27405633499866,0,17.8528193262223,0,0,17.8528193262223,6.27405633499866,2.90597916988889,34.7696632811111,0.191038316854621,0.191038316854621,0.045028163104789,0.211169029532872
SW,SW.A,A,Torseröd,Atlantic,East.Atlantic,2014,58.3131,11.5488,1,August,2014-08-06,21,25,15.7,Shallow.Subtidal,1.1,NA,NA,NA,0.58,4.56,0.0308,Missing all epibiota data,"1,373.656654685",704.030906139391,157.426096438845,6.4040592210909,5.5173767517543,0.325818641333315,0.325818641333315,0.325818641333315,0,0,5.60505017765119,0.473190402106389,1.11914163306193,0.985732217286679,0.0931388523233767,0.0931388523233767,0.0931388523233767,0,0,1.00001085828114,0.190136384109895,5.00495353595321,4.40832849092921,0.416529610282769,0.416529610282769,0.416529610282769,0,0,4.47218451470908,0.850315759731474,10.7938777925008,10.3266022670558,0.138392656571498,0.138392656571498,0.138392656571498,0,0,10.4106508510418,0.244834284887493,2.40143207300554,2.35760890211585,0.0314705258329186,0.0314705258329186,0.0314705258329186,0,0,2.38297620585021,0.204553885972099,10.7395307171773,10.5435475389794,0.140740470100138,0.140740470100138,0.140740470100138,0,0,10.6569935700912,0.914792788190706,2.8,0.304354364101073,1.36111409475744,9,NA,NA,NA,0.000776438542791612,0.00195895233845767,0.000438035059347352,NA,NA,NA,0.421052631578947,0.1,NA,0,NA,0.65,0.116372799661593,0.0688247201611685,NA,0,NA,0.109424330980483,0.2138295,0.523914970647106,0.117150948879674,0.443,6.263,32.727,0.0587680543367425,1.63833387767477,13.2720113495716,0.0131409364402357,0.366342592032161,2.96771195757909,SW,SW.A,136.8,0,177.775,0,0,314.575,177.775,136.8,43.023371861301,0,72.3724785943851,0,0,72.3724785943851,43.023371861301,9.62031841031208,0,16.1829781837194,0,0,16.1829781837194,9.62031841031208,1.17291266915,37.7598493575,0.294841889881484,0.294841889881484,0.0659286508389505,0.355555607853981
SW,SW.B,B,Bökevik,Atlantic,East.Atlantic,2014,58.2488,11.4536,1,August,2014-08-06,21,24,15.7,Shallow.Subtidal,1.3,54.515,38.95,0,0.42,3.55,-0.0909,,570.405070255,168.471547591992,37.6713832690285,28.9319813816009,15.1592557512022,8.56273349121429,8.56273349121429,8.56273349121429,0,0,15.1880261062284,5.18122178415823,4.09113618723003,2.41941960490717,1.77827129617973,1.77827129617973,1.77827129617973,0,0,2.41183449842697,1.0993831375489,15.8449023202084,9.37037183729319,6.88721511514277,6.88721511514277,6.88721511514277,0,0,9.34099484621619,4.25789258282814,12.4296064897882,9.85306324997527,2.57010731139353,2.57010731139353,2.57010731139353,0,0,9.85949917839463,0,2.23853113152953,1.99440521754791,0.37810455744094,0.37810455744094,0.37810455744094,0,0,1.99296889123155,0,8.66979379238071,7.72429819315224,1.46439265409388,1.46439265409388,1.46439265409388,0,0,7.71873532524924,0,4.5,0.294689845877251,1.31789305532094,11,0.2099999639645,0.0496174962347091,0.0137614174487988,0.000535220994475138,0.0023935810532629,0.000535220994475138,0.248244011136555,0.104658093526523,0.0290269325078605,0.941176470588235,0.3,NA,0,NA,1,0.0588235294117647,0.105131496607569,NA,0,NA,0,59.3886435,42.955635250603,9.60517204370345,0.39475,3.7535,22.67725,0.045982691251566,0.705894542593409,5.21112612210896,0.0102820423426886,0.157842818218498,1.16524322483605,SW,SW.B,156.5,0,78.9,0,0,235.4,78.9,156.5,58.596299505937,0,35.2317888755087,0,0,35.2317888755087,58.596299505937,13.1025308925212,0,7.87806748945584,0,0,7.87806748945584,13.1025308925212,1.1213469714,37.6403367995,0.125206741684456,0.125206741684456,0.02799707856477,0.148293230004297
UK,UK.A,A,Porth Dinllaen,Atlantic,East.Atlantic,2014,55.942292,-4.565192,1,September,2014-09-10,17.5,34.4,18.5,Intertidal,0,NA,NA,NA,1,5.01,0.0258,,737.136960092105,374.269104546352,85.8632212845793,54.6148418999782,53.7668410770847,0.848000822893433,0.809363633826212,0.809363633826212,0,0,53.7386360272043,0,9.22101252518667,9.05408731533744,0.310067682266496,0.305608324095151,0.305608324095151,0,0,9.00467466986776,0,40.1934617544115,39.4658516335494,1.35155369265754,1.33211580103559,1.33211580103559,0,0,39.250466905414,0,26.2732028380781,23.9634547548297,2.30974808324838,2.2991808120385,2.2991808120385,0,0,23.5094684653535,0,5.46796175664399,4.2850930806241,2.07038229790137,2.07083726480676,2.07083726480676,0,0,4.1137971283385,0,23.8342927243563,18.6782877021058,9.02458721104758,9.02657036581083,9.02657036581083,0,0,17.9316259566553,0,4.35,0.292673700111305,1.30887657735053,18,0.124868854131869,0.0928790362126797,0.0207683838656216,0,0,0,0.124868854131869,0.0928790362126797,0.0207683838656216,0.45,0,NA,0.05,NA,0.95,0.114132886537902,0,NA,0.05,NA,0.05,3.7769745,4.67934138374586,1.04633254239837,0.3631,4.2592,23.0931,0.0391083515108313,0.817945410609316,4.48794546711404,0.00874489324661753,0.182898154000641,1.0035351143779,UK,UK.A,331.411764705882,0,52.2941176470588,0,0,383.705882352941,52.2941176470588,331.411764705882,124.659565830068,0,27.317038423579,0,0,27.317038423579,124.659565830068,30.2343857153536,0,6.62535498820427,0,0,6.62535498820427,30.2343857153536,1.9430055559,38.3223396295,0.17810838228351,0.17810838228351,0.0398262450148448,0.149314310655292
UK,UK.B,B,Penn Y Chain,Atlantic,East.Atlantic,2014,52.897536,-4.322364,1,September,2014-09-10,15.3,32.7,18.5,Intertidal,0.4,NA,NA,NA,0.95,4.69,0.0555,,238.7318563735,110.507067026308,24.7101313864951,101.539763299594,100.580865659214,0.958897640380002,0.958897640380002,0.958897640380002,0,0,100.580865659214,0,63.5193545500436,63.5185515431976,0.257238110602356,0.257238110602356,0.257238110602356,0,0,63.5185515431976,0,284.067189321616,284.063598165828,1.15040380342096,1.15040380342096,1.15040380342096,0,0,284.063598165828,0,44.1518907224515,43.8774588325549,0.274431889896585,0.274431889896585,0.274431889896585,0,0,43.8758020147497,0,29.519659035447,29.5276000562221,0.0729640590817206,0.0729640590817206,0.0729640590817206,0,0,29.5277077318415,0,132.015928551751,132.051441876279,0.326305192042076,0.326305192042076,0.326305192042076,0,0,132.051923416288,0,4.95,0.320156211871642,1.43178210632764,13,0.119661952806033,0.0824621221356129,0.0184390910664121,0,0,0,0.119661952806033,0.0824621221356129,0.0184390910664121,0.75,0.45,NA,0.1,NA,0.6,0.0993399267798783,0.114132886537902,NA,0.0688247201611685,NA,0.112390297389803,35.0458,35.743615003522,8.4248508510372,0.3859,3.5972,21.6819,0.0468479062049679,0.620860319912704,3.4795295190132,0.0104755102877842,0.138828587985707,0.778046453423066,UK,UK.B,243.947368421053,0,28.7894736842105,0,0,272.736842105263,28.7894736842105,243.947368421053,172.110259776888,0,14.5471606522007,0,0,14.5471606522007,172.110259776888,39.4848015533678,0,3.33734753675758,0,0,3.33734753675758,39.4848015533678,1.3761096627,36.4849561695,0.284971636509796,0.284971636509796,0.0637215950895264,0.925847368624025
VA,VA.A,A,Goodwin Islands,Atlantic,West.Atlantic,2011,37.2204206,-76.4013352,1,June,2014-06-09,27.44,18.27,14.633,Shallow.Subtidal,NA,8.86,90.96,0,1,5.1,-0.116,,"1,858.925388275",585.149559479521,130.843419200027,42.112204250652,0,40.9347455101368,36.5345039648482,6.6483756579464,29.8861283069018,4.40024154528858,1.17745874051529,0,4.44108787556376,0,4.43739794425509,4.49177455665004,1.32030803835575,3.98272746516749,0.432816731041855,0.178694996513285,0,19.8611487676214,0,19.8446468931444,20.087826496547,5.90459705000571,17.8112986959399,1.93561526481766,0.799148318885584,0,35.3931555108078,0,32.8291884992837,14.5957299759394,5.30955080883024,9.28617916710916,18.2334585233443,2.56396701152406,0,3.17969247904298,0,3.16248264751566,2.21250732793973,1.16014099183542,1.62303926489622,2.17372586368925,0.502980500053297,0,14.2200170613699,0,14.143052355017,9.89463357197929,5.18830824245604,7.25845225291847,9.72119759131722,2.24939717895202,0,6.2,0.407818329006537,1.82381901225798,12,0.243931691760494,0.0897457017933951,0.0200677489898456,0,0,0,0.243931691760494,0.0897457017933951,0.0200677489898456,0.55,0.2,0.6,0.2,NA,0.3,0.114132886537902,0.0917662935482247,0.112390297389803,0.0917662935482247,NA,0.105131496607569,1.85401,1.52722537987927,0.341497976637298,0.3075,8.3075,40.06375,0.0315185826558172,1.05737074611361,3.88252219805902,0.0070477693372853,0.236435286572969,0.868158355901188,VA,VA.A,691.277777777778,0,329.4,0,0,951.55,329.4,622.15,210.847255992287,0,85.0222261962625,0,0,85.0222261962625,291.630493496208,49.6971748355741,0,19.0115477373206,0,0,19.0115477373206,65.2105607769332,2.16131234165,36.7142530435,0.266393754616889,0.266393754616889,0.0595674544104762,0.508261729317012
VA,VA.B,B,Allen's Islands,Atlantic,West.Atlantic,2014,37.2543093,-76.4374474,1,June,2014-06-11,26.4,18.04,14.683,Shallow.Subtidal,NA,21.915,77.03,0.53,1,5.84,0.005,,"1,327.349121485",251.295573979766,56.1913985863585,19.959636228973,0,16.7829231460507,11.0182177195928,10.3186981538449,0.699519565747827,5.76470542645792,3.17671308292235,0,1.35844522610913,0,1.31457775530143,1.15045043402762,1.13002135389554,0.198857465406212,0.755025445426645,0.389397646578896,0,6.07515173858018,0,5.87897044512616,5.1449707504598,5.05360912667356,0.889317620963204,3.37657644143207,1.7414392160577,0,46.541825339886,0,42.3447526071125,11.6857824807487,11.3312897322747,0.354492748473998,30.6589701263638,4.19707273277356,0,4.59845843693173,0,4.52282596571678,2.01570741235009,2.02476802408883,0.117209689059259,4.34457685789614,0.496588336767794,0,20.5649313133736,0,20.2266926194877,9.01451759352999,9.05503788106109,0.524177664716232,19.4295383754564,2.22081055569269,0,5.9,0.306937332880491,1.37266548230652,12,0.150565554894979,0.0557641527498211,0.0124692436256282,0,0,0,0.150565554894979,0.0557641527498211,0.0124692436256282,0.65,0.210526315789474,0.684210526315789,0.15,NA,0.5,0.109424330980483,0.0960916767552923,0.109561368392954,0.0819178021909125,NA,0.114707866935281,8.749965,6.78700131026602,1.5176196293135,0.355625,11.25,51.8275,0.0374945171430367,1.2007399034718,6.2232316236908,0.00838402891153613,0.268493604745949,1.3915568950299,VA,VA.B,467.2,0,401.9,0,0,869.1,401.9,467.2,138.765838356336,0,153.274401337155,0,0,153.274401337155,138.765838356336,31.0289847519516,0,34.2731980600462,0,0,34.2731980600462,31.0289847519516,2.31337293395,36.835799027,0.330798809647535,0.330798809647535,0.0739688625247902,0.65417342146596
WA,WA.A,A,Willapa Bay,Pacific,East.Pacific,2011,46.474,-124.028,1,June,2014-06-27,17,23,15.68,Shallow.Subtidal,-0.3,35.41,63.09,0,0.95,6.18,-0.0126,,103.450471086,51.5073081712141,11.5173842408865,1.64203439329466,0,1.72960006755035,1.48100512780822,0.4558534561549,1.02515167165332,0.200187174386422,0,0,0.311649409633368,0,0.299429038884725,0.281762712545507,0.116115790127235,0.262450912330171,0.059260889227709,0,0,1.39373853017578,0,1.33908737076734,1.26008115755297,0.519285599971194,1.1737161614542,0.265022753440485,0,0,0.83561653308984,0,0.83561653308984,0.515022374489374,0.118333627786415,0.396688746702958,0.303399813111585,0,0,0.156315745792606,0,0.156315745792606,0.103698334837227,0.0205992702719376,0.10522815423097,0.130233840200996,0,0,0.69906526709169,0,0.69906526709169,0.463753051699146,0.0921227372298862,0.470594612014564,0.582423439320545,0,0,3.5,0.394034462826206,1.76217568871402,16,0.762548890625765,0.179018927253739,0.0400298490598449,0,0,0,0.762548890625765,0.179018927253739,0.0400298490598449,0.7,NA,NA,0,NA,0.9,0.105131496607569,NA,NA,0,NA,0.0688247201611685,0.5235,0.611305979031778,0.136692172416712,1.041,28.039,121.11,0.063734647274131,5.18062168592068,13.868641644106,0.0142515003826929,1.15842222554282,3.10112254718055,WA,WA.A,48.75,0,169.65,0,0,230.833333333333,169.65,54.1666666666667,39.5978136025875,0,99.6669585749407,0,0,99.6669585749407,39.5978136025875,8.85434029757515,0,22.2862094484223,0,0,22.2862094484223,8.85434029757515,2.10100379261111,31.61908824165,0.250523892769399,0.250523892769399,0.0590490478088312,1.64299925410362
